hour,price,charge_mw,discharge_mw,soc_mwh,ts,actual_price,daily_profit
9,66.78,0.0,0.0,72.0,2024-01-31 09:00:00,66.78,0.0
10,49.66,20.0,0.0,90.0,2024-01-31 10:00:00,49.66,0.0
11,58.86,0.0,0.0,90.0,2024-01-31 11:00:00,58.86,0.0
12,64.56,0.0,0.0,90.0,2024-01-31 12:00:00,64.56,0.0
13,74.6,0.0,0.0,90.0,2024-01-31 13:00:00,74.6,0.0
14,77.02,0.0,0.0,90.0,2024-01-31 14:00:00,77.02,0.0
15,86.93,0.0,0.0,90.0,2024-01-31 15:00:00,86.93,0.0
16,107.43,0.0,20.0,67.777778,2024-01-31 16:00:00,107.43,0.0
17,95.92,0.0,0.0,67.777778,2024-01-31 17:00:00,95.92,0.0
18,117.73,0.0,20.0,45.555556,2024-01-31 18:00:00,117.73,0.0
19,105.92,0.0,20.0,23.333333,2024-01-31 19:00:00,105.92,0.0
20,98.65,0.0,3.0,20.0,2024-01-31 20:00:00,98.65,0.0
21,91.62,0.0,0.0,20.0,2024-01-31 21:00:00,91.62,0.0
22,74.87,0.0,0.0,20.0,2024-01-31 22:00:00,74.87,0.0
23,62.9,0.0,0.0,20.0,2024-01-31 23:00:00,62.9,0.0
